True Negatives,False Positives,False Negatives,True Positives,Precision,Recall,F1-Score,Balanced Accuracy,AUC
366,117,89,28,0.19310344827586207,0.23931623931623933,0.21374045801526717,0.4985401072357594,0.5073879421705508
